Tag type: postag

çekmeden 1 < 31 , 1 > 
kanapeye 1 < 9 , 1 > 
konuydu 1 < 37 , 2 > 
istedi 1 < 37 , 4 > 
dikkatimi 1 < 9 , 3 > 
getirme 1 < 12 , 1 > 
girmemiştir 1 < 37 , 1 > 
bağlayıcıdır 1 < 37 , 1 > 
uzaktan_uzağa 1 < 20 , 1 > 
yürürlüğe_sokulması 1 < 12 , 1 > 
rüya 1 < 9 , 1 > 
görevliye 1 < 20 , 1 > 
bütçesine 1 < 9 , 1 > 
i̇nsanoğlunun 1 < 9 , 1 > 
yapılır 1 < 37 , 5 > 
kalıyorlar 1 < 37 , 1 > 
nüfusa 1 < 9 , 1 > 
pilotlara 1 < 9 , 1 > 
onayladık 1 < 37 , 1 > 
konuşsam 1 < 37 , 1 > 
konuşsan 1 < 37 , 1 > 
çiğnemez 1 < 37 , 1 > 
doluydu 1 < 37 , 4 > 
üniversiteye 1 < 9 , 1 > 
daraldığına 1 < 15 , 1 > 
nüfusu 1 < 9 , 2 > 
çalmak 1 < 12 , 2 > 
yersizdir 1 < 37 , 1 > 
ödenecek 2 < 37 , 1 > < 18 , 1 > 
eskimeyecek 1 < 37 , 1 > 
bitirelim 1 < 37 , 1 > 
zordur 1 < 37 , 3 > 
hii 1 < 9 , 1 > 
ağızlarda 1 < 9 , 1 > 
kompostosuna 1 < 9 , 1 > 
yazılı 2 < 21 , 2 > < 9 , 1 > 
âdetim 1 < 9 , 1 > 
yaktım 1 < 37 , 1 > 
çalışmaya 1 < 12 , 2 > 
söylüyor 1 < 37 , 4 > 
deneyimlerim 1 < 9 , 1 > 
komünistler 1 < 9 , 1 > 
resimlerdir 1 < 37 , 1 > 
düzenlenmesi 1 < 12 , 1 > 
vücudunda 1 < 9 , 1 > 
üslubu 1 < 9 , 1 > 
öngörülerde 1 < 9 , 1 > 
yavrusunu 1 < 9 , 1 > 
gezegende 1 < 9 , 1 > 
cenazeleri 1 < 9 , 1 > 
okşadım 1 < 37 , 1 > 
mustafa_fedai 1 < 19 , 1 > 
yatağından 1 < 9 , 1 > 
kaldırarak 1 < 31 , 1 > 
rafların 1 < 9 , 1 > 
duruyordun 1 < 37 , 1 > 
geçiyor 1 < 37 , 6 > 
emin_olmak 1 < 12 , 1 > 
yakutsk'tan 1 < 19 , 2 > 
uyanan 1 < 11 , 1 > 
başladıktan 1 < 15 , 1 > 
yavrulamaya 1 < 12 , 1 > 
kafasını 1 < 9 , 2 > 
adım_atıp 1 < 31 , 1 > 
ipekli 1 < 21 , 1 > 
giriyorum 1 < 37 , 2 > 
yerlisi 1 < 20 , 1 > 
dolaptaki 1 < 21 , 1 > 
formatını 1 < 9 , 1 > 
kalmak 1 < 12 , 2 > 
getirir 1 < 37 , 1 > 
çıkıyor 1 < 37 , 4 > 
getirip 1 < 31 , 1 > 
durdu 1 < 37 , 5 > 
çocuğu 1 < 9 , 4 > 
yayınlandı 1 < 37 , 1 > 
haftayı 1 < 9 , 1 > 
tastamam 1 < 21 , 1 > 
çalışması 1 < 12 , 3 > 
zaman_geçirmek 1 < 12 , 1 > 
gülümser 1 < 37 , 1 > 
yukarısı 1 < 9 , 1 > 
hiç 2 < 31 , 63 > < 9 , 3 > 
gösterileri 1 < 9 , 1 > 
i̇nanmıyorsanız 1 < 37 , 1 > 
sayın 2 < 37 , 1 > < 21 , 4 > 
ilerleyemez 1 < 37 , 1 > 
söküp 1 < 31 , 1 > 
bakmaması 1 < 12 , 1 > 
atlamak 1 < 12 , 1 > 
dışarı 1 < 9 , 4 > 
fısıldadı 1 < 37 , 2 > 
yerlilik 1 < 9 , 2 > 
çıkmışlardı 1 < 37 , 1 > 
prense 1 < 9 , 2 > 
konuşmasanız 1 < 37 , 1 > 
yakıştırma 1 < 12 , 1 > 
ablasından 1 < 9 , 1 > 
yetkililerle 1 < 9 , 1 > 
oluyordu 1 < 37 , 5 > 
katilin 1 < 9 , 1 > 
mıyız 1 < 36 , 1 > 
aç_kalmış 1 < 37 , 1 > 
metafizik 1 < 9 , 4 > 
izleri 1 < 9 , 1 > 
dalkavukluk 1 < 9 , 1 > 
kırık_hayatları 1 < 9 , 1 > 
mıyım 1 < 36 , 5 > 
yuzon_sente 1 < 9 , 1 > 
baktılar 1 < 37 , 1 > 
cetveli 1 < 9 , 1 > 
tutarlı 2 < 21 , 1 > < 20 , 1 > 
sarardı 1 < 37 , 1 > 
yeleğiyle 1 < 9 , 1 > 
türleriyle 1 < 9 , 1 > 
yetkililerin 1 < 9 , 1 > 
bi̇rbuçuk 1 < 5 , 1 > 
bulutların 1 < 9 , 3 > 
yüzde_elli'leri 1 < 20 , 1 > 
evreni 1 < 9 , 3 > 
karışıklıklara 1 < 9 , 1 > 
prensi 1 < 9 , 1 > 
hayranlıkla 1 < 9 , 2 > 
saymaz 1 < 37 , 1 > 
kalkan 1 < 11 , 1 > 
coğrafyacısı 1 < 9 , 1 > 
kalkar 1 < 37 , 2 > 
sıka_sıka 1 < 37 , 1 > 
balkona 1 < 9 , 1 > 
tipik 1 < 21 , 1 > 
eklenmeden 1 < 31 , 1 > 
terk_edişlerde 1 < 12 , 1 > 
yukarıya 1 < 9 , 1 > 
ülkemizde 1 < 9 , 1 > 
kapatılmıştı 1 < 37 , 1 > 
kullanılmış 1 < 37 , 2 > 
beis 1 < 9 , 1 > 
diretiyor 1 < 37 , 1 > 
sivil 1 < 21 , 2 > 
suyla 1 < 9 , 1 > 
yurtseverce 1 < 9 , 1 > 
yeryüzünün 1 < 9 , 1 > 
konulardan 1 < 9 , 1 > 
alınıyor 1 < 37 , 3 > 
altını_çiziyor 1 < 37 , 2 > 
ajans 1 < 9 , 1 > 
yakarak 1 < 31 , 1 > 
korkularıyla 1 < 9 , 1 > 
aptal 1 < 21 , 1 > 
on_gün 1 < 9 , 1 > 
anlatıyordum 1 < 37 , 1 > 
perisiydim 1 < 37 , 1 > 
koymuştu 1 < 37 , 1 > 
adayarak 1 < 31 , 1 > 
anlama 1 < 37 , 2 > 
buzluktaki 1 < 21 , 1 > 
konuklar 1 < 9 , 1 > 
terkin 1 < 9 , 1 > 
fadime'ye 1 < 19 , 1 > 
belirlemek 1 < 12 , 1 > 
davaya 1 < 9 , 1 > 
çarpıcı 1 < 21 , 2 > 
bağlayıcı 1 < 21 , 1 > 
duygusundan 1 < 9 , 1 > 
seyrettim 1 < 37 , 1 > 
fevzi 1 < 19 , 2 > 
kavramlarla 1 < 9 , 2 > 
ilgili 2 < 21 , 16 > < 9 , 20 > 
on_günde_bir 1 < 20 , 1 > 
nedenini 1 < 9 , 3 > 
adamlarız 1 < 37 , 1 > 
devrimsizlik 1 < 9 , 1 > 
ülkemizin 1 < 9 , 1 > 
alanların 2 < 20 , 1 > < 9 , 2 > 
bakarız 1 < 37 , 2 > 
sabahtan 1 < 9 , 1 > 
bendim 1 < 37 , 2 > 
bizim 2 < 29 , 20 > < 9 , 1 > 
renkli 1 < 21 , 2 > 
korkmuş 1 < 37 , 1 > 
ağzının 1 < 9 , 2 > 
anladı 1 < 37 , 2 > 
olacağız 1 < 37 , 1 > 
mutluydum 1 < 37 , 1 > 
yerli_yerinde 1 < 21 , 1 > 
aralarından 1 < 9 , 1 > 
hiçbir 1 < 33 , 40 > 
boyunca 2 < 38 , 12 > < 9 , 1 > 
cildimi 1 < 9 , 1 > 
isterseniz 1 < 37 , 2 > 
sıradan 1 < 21 , 6 > 
sevmem 1 < 37 , 1 > 
yargıtay 1 < 19 , 2 > 
sevişmeyeceğim 1 < 37 , 1 > 
sevmez 1 < 37 , 1 > 
aptallığıma 1 < 9 , 2 > 
toplumlara 1 < 9 , 1 > 
durduğu 1 < 14 , 1 > 
görür 1 < 21 , 1 > 
herbiri 1 < 25 , 1 > 
hayret 1 < 9 , 2 > 
yuvası 1 < 9 , 1 > 
gerek_duyulur 1 < 37 , 1 > 
gözümde 1 < 9 , 1 > 
düşünüyor 1 < 37 , 4 > 
america 1 < 19 , 1 > 
beni 2 < 29 , 70 > < 9 , 2 > 
oğlana 1 < 9 , 3 > 
düşünüyoruz 1 < 37 , 3 > 
yapabilir 1 < 37 , 1 > 
ismin 1 < 9 , 1 > 
istese 1 < 37 , 2 > 
düşünüyorum 1 < 37 , 4 > 
memur 1 < 9 , 8 > 
örneği 1 < 9 , 1 > 
sizinkine 1 < 25 , 1 > 
yenisine 1 < 20 , 1 > 
yan_yana 1 < 9 , 3 > 
merdiveni 1 < 9 , 1 > 
velhasıl 1 < 9 , 1 > 
atölyeden 1 < 9 , 1 > 
1970'li 1 < 21 , 1 > 
içiyoruz 1 < 37 , 2 > 
mizah 1 < 9 , 1 > 
davası 1 < 9 , 3 > 
kopardı 1 < 37 , 1 > 
hoş 1 < 21 , 2 > 
bırakmış 1 < 21 , 1 > 
ki̇t'ler 1 < 19 , 1 > 
olmayacağından 1 < 17 , 1 > 
bizde 1 < 29 , 1 > 
turistlerin 1 < 9 , 4 > 
çince 1 < 19 , 4 > 
okul 1 < 9 , 3 > 
yapı_kredi 1 < 9 , 2 > 
olaylarına 1 < 9 , 1 > 
yürüyordu 1 < 37 , 1 > 
i̇lla 1 < 31 , 2 > 
taahhüde_bağlanan 1 < 11 , 1 > 
okur 1 < 37 , 2 > 
kapalılık 1 < 9 , 1 > 
derinleşmekten 1 < 12 , 1 > 
inanırsanız 1 < 37 , 1 > 
huyum 1 < 9 , 1 > 
geberip 1 < 31 , 1 > 
ikibinbir'de 1 < 20 , 1 > 
yaklaşıyor 1 < 37 , 2 > 
dışarıya 1 < 9 , 5 > 
pırıltılı 1 < 21 , 1 > 
oturtan 1 < 11 , 1 > 
abla 1 < 9 , 5 > 
iradesinin 1 < 9 , 1 > 
ihtiyaçları 1 < 9 , 2 > 
almayın 1 < 37 , 1 > 
çözümlemek 1 < 12 , 1 > 
uzaklıklara 1 < 9 , 1 > 
başbakan_abdullah_gül'ün 1 < 19 , 1 > 
çetrefil 1 < 21 , 1 > 
erkekle 1 < 9 , 1 > 
suçluluk 1 < 9 , 2 > 
uğurda 1 < 9 , 1 > 
noktaya 1 < 9 , 2 > 
patilerinin 1 < 9 , 1 > 
dörtyüzseksensekiz 1 < 1 , 1 > 
beri 2 < 38 , 8 > < 31 , 2 > 
harcasa_harcasa 1 < 37 , 1 > 
öngörüldü 1 < 37 , 1 > 
yudumluyordu 1 < 37 , 1 > 
bedenim 1 < 9 , 1 > 
çalışanlarının 1 < 9 , 2 > 
oralara 1 < 9 , 1 > 
müsteşarı'nınki 1 < 25 , 1 > 
suyun 1 < 9 , 2 > 
habarovsk 1 < 9 , 1 > 
mağaralara 1 < 9 , 1 > 
takındım 1 < 37 , 1 > 
düğün 1 < 9 , 5 > 
boydan_boya 1 < 9 , 1 > 
ikna_etmişti 1 < 37 , 1 > 
sıralarında 1 < 9 , 1 > 
teyzemden 1 < 9 , 2 > 
kökenli 1 < 21 , 1 > 
gerçek_olan 1 < 11 , 1 > 
kaydığını 1 < 15 , 1 > 
sıkılmadı 1 < 37 , 1 > 
düzlemlere 1 < 9 , 2 > 
genişlemesini 1 < 12 , 1 > 
şartlar 1 < 9 , 1 > 
bulmuşlardı 1 < 37 , 1 > 
hayır 2 < 35 , 10 > < 31 , 5 > 
meşruiyet 1 < 9 , 1 > 
sonucunda 1 < 9 , 1 > 
mutsuzluğun 1 < 9 , 1 > 
yanıltılmıştır 1 < 37 , 1 > 
davayı 1 < 9 , 3 > 
yoğurtlar 1 < 9 , 1 > 
özlüyoruz 1 < 37 , 1 > 
karademir 1 < 19 , 2 > 
yükseleceği 1 < 17 , 1 > 
pabuçların 1 < 9 , 1 > 
başbakanlara 1 < 9 , 1 > 
yetiştirir 1 < 37 , 1 > 
uygulamasının 1 < 9 , 1 > 
gerektiği 1 < 15 , 1 > 
akıya 1 < 9 , 1 > 
yardıma_koşmuşlar 1 < 37 , 1 > 
fransızlar 1 < 9 , 1 > 
gelebilir 1 < 37 , 1 > 
yasaklamanın 1 < 12 , 1 > 
bıçak 1 < 9 , 1 > 
ağladım 1 < 37 , 1 > 
titizlik 1 < 9 , 1 > 
sistemleri 1 < 9 , 1 > 
erkekliği 1 < 9 , 1 > 
leblebi 1 < 9 , 12 > 
çevirmekle 1 < 12 , 1 > 
boyattı 1 < 37 , 1 > 
müşteriler 1 < 19 , 1 > 
tutarak 1 < 31 , 2 > 
hazır 1 < 21 , 10 > 
hapsedilen 1 < 11 , 1 > 
akısı 1 < 9 , 1 > 
beklentiler 1 < 9 , 1 > 
elemanlarına 1 < 9 , 1 > 
derisinden 1 < 9 , 2 > 
kurulu'nun 1 < 19 , 1 > 
müzeyi 1 < 9 , 1 > 
toplumları 1 < 9 , 1 > 
at_at 1 < 37 , 1 > 
davranışlarla 1 < 12 , 1 > 
meta 1 < 9 , 4 > 
üzmeden 1 < 31 , 1 > 
uğraşırdım 1 < 37 , 1 > 
lokanta 1 < 9 , 1 > 
düşünülüyor 1 < 37 , 1 > 
taşmış 1 < 37 , 1 > 
ali'nin 1 < 19 , 3 > 
belirgin 1 < 21 , 1 > 
pilakide 1 < 9 , 1 > 
yerimize 1 < 9 , 1 > 
tedavi 1 < 9 , 2 > 
tüketici_yasası'ndaki 1 < 21 , 1 > 
öğle 1 < 9 , 5 > 
koparan 1 < 11 , 1 > 
dün 1 < 9 , 18 > 
oturmaları 1 < 12 , 1 > 
ihbar_etmiş 1 < 37 , 1 > 
ilgiyi 1 < 9 , 1 > 
yapacağımı 1 < 17 , 1 > 
öngörüler 1 < 9 , 2 > 
genellikle 1 < 31 , 3 > 
ortaklıkları 1 < 9 , 1 > 
tesislerimizi 1 < 9 , 1 > 
düz 1 < 21 , 2 > 
guy_laroche 1 < 9 , 1 > 
öngörülen 1 < 11 , 2 > 
üçyüzyirmialtı 1 < 1 , 1 > 
miyim 1 < 36 , 2 > 
katılır 1 < 37 , 1 > 
imzasıyla 1 < 9 , 1 > 
giydiğime 1 < 15 , 1 > 
izledi 1 < 37 , 2 > 
nisan 1 < 9 , 3 > 
artış 1 < 12 , 2 > 
kılıyor 1 < 37 , 1 > 
miyiz 1 < 36 , 1 > 
beze 1 < 37 , 1 > 
sunulacağını 1 < 17 , 1 > 
sunduğu 1 < 14 , 3 > 
gidermiş 1 < 37 , 1 > 
resimler 1 < 9 , 1 > 
kızlarla 1 < 9 , 3 > 
fakat 1 < 32 , 12 > 
saygıdan 1 < 9 , 1 > 
ayrılacağını 1 < 17 , 1 > 
atılımlarını 1 < 9 , 1 > 
bağlantı 1 < 9 , 2 > 
notasında 1 < 9 , 1 > 
bezi 1 < 9 , 2 > 
yarısını 1 < 9 , 1 > 
eleştirmek 1 < 12 , 1 > 
oranında 1 < 9 , 1 > 
düzenlenmişti 1 < 37 , 1 > 
yirmi 2 < 20 , 1 > < 1 , 2 > 
cesaretlendiriyor 1 < 37 , 1 > 
ruhu 1 < 9 , 1 > 
söz_edemezsiniz 1 < 37 , 1 > 
anlarız 1 < 37 , 2 > 
yüzyıllar 1 < 9 , 1 > 
idi 1 < 37 , 2 > 
yapılandırma 1 < 12 , 1 > 
kitabının 1 < 9 , 1 > 
yediğin 1 < 14 , 1 > 
hoşgörüyü 1 < 9 , 1 > 
göçmenler 1 < 9 , 1 > 
züppeler 1 < 20 , 1 > 
alev'in 1 < 19 , 3 > 
anlarım 1 < 37 , 1 > 
yapacağını 1 < 17 , 2 > 
fdr'nin_altıyüzotuzdört_sefer_sayılı_konya_uçağının 1 < 9 , 1 > 
samir_amin 1 < 9 , 1 > 
okumuyorlar 1 < 37 , 1 > 
çinliler 1 < 19 , 5 > 
yaklaştığını 1 < 15 , 1 > 
büyüsün 1 < 37 , 1 > 
sahip_olsun 1 < 37 , 1 > 
defilesiyle 1 < 9 , 1 > 
hıristiyan_demokratlar'dan 1 < 19 , 1 > 
rotası 1 < 9 , 2 > 
kolay_olur 1 < 37 , 1 > 
dinin 1 < 9 , 3 > 
düşüyor 1 < 37 , 3 > 
olay 1 < 9 , 6 > 
baban 1 < 9 , 2 > 
yukarıda 1 < 9 , 5 > 
fonlar 1 < 9 , 7 > 
ruhunun 1 < 9 , 3 > 
kafadan 1 < 9 , 1 > 
söylemeye 1 < 12 , 1 > 
meze 1 < 9 , 3 > 
doğuşu 1 < 12 , 1 > 
konuşmada 1 < 12 , 1 > 
mazeret 1 < 9 , 1 > 
temasına 1 < 9 , 1 > 
yaptırıyor 1 < 37 , 1 > 
babam 1 < 9 , 15 > 
olan 1 < 11 , 94 > 
ülkesini 1 < 9 , 1 > 
şura'nın 1 < 19 , 2 > 
kabul_etti 1 < 37 , 2 > 
üşüyen 1 < 11 , 1 > 
serüven 1 < 9 , 1 > 
noktada 1 < 9 , 2 > 
özerklikleriyle 1 < 9 , 1 > 
yaratıyorsun 1 < 37 , 1 > 
gözlerimin 1 < 9 , 2 > 
evlenecek 1 < 37 , 1 > 
aşk 1 < 9 , 12 > 
yetişirler 1 < 37 , 1 > 
otların 1 < 9 , 2 > 
sonuçlanan 1 < 11 , 1 > 
ilgisi 1 < 9 , 4 > 
gülüşerek 1 < 31 , 1 > 
aldatma 1 < 12 , 1 > 
tayga 1 < 9 , 1 > 
koruyabilmek 1 < 12 , 1 > 
oldu 1 < 37 , 44 > 
işaret_etmektedir 1 < 37 , 1 > 
geçenleri 1 < 20 , 1 > 
sığamadı 1 < 37 , 1 > 
nitelendirdiği 1 < 14 , 1 > 
bankacılıkta 1 < 9 , 1 > 
bir_tek 1 < 21 , 1 > 
babalar 1 < 9 , 1 > 
ürettiği 1 < 14 , 3 > 
olmalıyım 1 < 37 , 1 > 
kaldıran 1 < 11 , 1 > 
insanlar 1 < 9 , 9 > 
i̇ngilizcede 1 < 20 , 1 > 
geçenin 1 < 20 , 1 > 
kaldıramıyorum 1 < 37 , 1 > 
durumlara 1 < 9 , 1 > 
eşsiz 1 < 21 , 1 > 
papaz 1 < 9 , 1 > 
konuşuyor 1 < 37 , 2 > 
dokunmazmış 1 < 37 , 1 > 
bulacağınıza 1 < 17 , 1 > 
yavrumdan 1 < 9 , 1 > 
düş 1 < 9 , 3 > 
dans_ediyordum 1 < 37 , 1 > 
aktarılması 1 < 12 , 1 > 
üzerimizdeyken 1 < 31 , 1 > 
patlıcanın 1 < 9 , 4 > 
süzüyor 1 < 37 , 1 > 
yürüyorum 1 < 37 , 1 > 
yayımlandığı 1 < 14 , 1 > 
ağaoğlu 1 < 19 , 1 > 
yadsımanın 1 < 12 , 1 > 
tutardı 1 < 37 , 1 > 
yükselebileceğini 1 < 17 , 1 > 
korkan 1 < 11 , 3 > 
yaygınlaşmasının 1 < 12 , 1 > 
düzey 1 < 9 , 1 > 
akımı 1 < 9 , 3 > 
halkbank 1 < 19 , 1 > 
inanamıyorum 1 < 37 , 1 > 
öğleye 1 < 9 , 1 > 
nice 1 < 31 , 1 > 
yatırımcıların 1 < 9 , 1 > 
şifa_veren 1 < 11 , 1 > 
artık 2 < 31 , 47 > < 21 , 1 > 
ilginç 1 < 21 , 4 > 
kalktı 1 < 37 , 1 > 
i̇htiyaç_olabileceği 1 < 17 , 1 > 
girdik 1 < 37 , 8 > 
alçalma 1 < 12 , 1 > 
girdim 1 < 37 , 2 > 
girdin 1 < 37 , 1 > 
on'u 1 < 20 , 1 > 
benim 3 < 37 , 12 > < 29 , 54 > < 9 , 1 > 
tasarruf_mevduatı_sigorta_fonu 1 < 9 , 1 > 
dindi 1 < 37 , 1 > 
bulabileceklerdi 1 < 37 , 1 > 
iki 2 < 20 , 3 > < 1 , 84 > 
roman 1 < 9 , 7 > 
süreçlerin 1 < 9 , 1 > 
şöyleydi 1 < 37 , 1 > 
kabul_etmediler 1 < 37 , 1 > 
yaşamınız 1 < 9 , 1 > 
yara_bere 1 < 9 , 1 > 
kaynakçılığını 1 < 9 , 1 > 
fersiz 1 < 21 , 1 > 
ile 2 < 38 , 17 > < 32 , 91 > 
doğurmuştur 1 < 37 , 2 > 
çamaşır 1 < 9 , 1 > 
yapılarak 1 < 31 , 3 > 
halkta 1 < 9 , 1 > 
ili 1 < 9 , 1 > 
verirler 1 < 37 , 1 > 
ilk 2 < 31 , 10 > < 21 , 33 > 
bağlansa 1 < 37 , 2 > 
bağımsız 1 < 21 , 3 > 
mahmut'un 1 < 19 , 7 > 
tarihle 1 < 9 , 1 > 
bağımlılıktan 1 < 9 , 1 > 
sofra 1 < 9 , 3 > 
ils 1 < 9 , 1 > 
benzeşip 1 < 31 , 1 > 
bence 1 < 29 , 16 > 
çarpışan 1 < 11 , 1 > 
oradalar 1 < 37 , 1 > 
olgu 1 < 9 , 3 > 
annem 1 < 9 , 27 > 
imf 1 < 9 , 3 > 
devletin 1 < 9 , 2 > 
derecede 1 < 9 , 3 > 
enkazla 1 < 9 , 1 > 
elli'ye 1 < 20 , 1 > 
zarar_edeceksiniz 1 < 37 , 1 > 
aynen 1 < 31 , 6 > 
gündemdeki 1 < 21 , 1 > 
soluna 1 < 9 , 1 > 
yaşamının 1 < 9 , 1 > 
sibirya'nın 1 < 19 , 2 > 
bende 1 < 29 , 3 > 
kontrol_etmeye 1 < 12 , 1 > 
şaşırdığını 1 < 15 , 1 > 
ovalıyorum 1 < 37 , 1 > 
engel_olmaktan_çıkarıldı 1 < 37 , 1 > 
hizasında 1 < 9 , 1 > 
gönülsüzce 1 < 31 , 1 > 
ağaçları 1 < 9 , 1 > 
fransa'nın 1 < 19 , 2 > 
odalar 1 < 9 , 1 > 
yetmişaltı. 1 < 2 , 1 > 
gerekecek 1 < 37 , 2 > 
dışarıda 2 < 20 , 1 > < 9 , 3 > 
bağlanabileceğini 1 < 17 , 1 > 
üşümüştü 1 < 37 , 1 > 
mutlu_eder 1 < 37 , 1 > 
neden_olacaktır 1 < 37 , 1 > 
ayıklanacak 1 < 37 , 1 > 
mahsus 1 < 21 , 1 > 
merak_ettiğim 1 < 14 , 1 > 
tarihin 1 < 9 , 5 > 
bastırıp 1 < 31 , 1 > 
yaptığında 1 < 15 , 1 > 
beklemenin 1 < 12 , 1 > 
savcıyım 1 < 37 , 1 > 
hesaplandığını 1 < 15 , 2 > 
olma 1 < 12 , 5 > 
ikibinbeş_yılında 1 < 9 , 1 > 
sunulan 1 < 11 , 1 > 
geçmeye 1 < 12 , 1 > 
zeytinyağlıya 1 < 20 , 1 > 
sevdiğimi 1 < 15 , 2 > 
neden_olan 1 < 11 , 1 > 
merkezdeyim 1 < 37 , 1 > 
tanıdıklarınız 1 < 15 , 1 > 
tekrarlar 1 < 37 , 1 > 
belirlendi 1 < 37 , 2 > 
sözcükleri 1 < 9 , 2 > 
arınınki 1 < 25 , 2 > 
beklediğinden 1 < 15 , 1 > 
oynayacaklarını 1 < 17 , 1 > 
devlet_bakanı_masum_türker 1 < 19 , 1 > 
soymakta 1 < 37 , 1 > 
devam_eden 1 < 11 , 2 > 
doğuyor 1 < 37 , 1 > 
razıydı 1 < 37 , 1 > 
şimdilerde 1 < 9 , 1 > 
kalkabilir 1 < 37 , 1 > 
erdoğan'ın 1 < 19 , 5 > 
kalkanlar 1 < 20 , 1 > 
pikabım 1 < 9 , 1 > 
sahibiz 1 < 37 , 1 > 
psikolojik 1 < 21 , 1 > 
bakmayınca 1 < 31 , 1 > 
hazırlanması 1 < 12 , 1 > 
yakınmış 1 < 37 , 1 > 
dosyalarına 1 < 9 , 1 > 
resmi 1 < 21 , 5 > 
yoluyla 1 < 9 , 6 > 
ilerlemiştir 1 < 37 , 1 > 
peynirlerimize 1 < 9 , 1 > 
içgüdüsel 1 < 21 , 1 > 
seviye 1 < 9 , 1 > 
kokusu 1 < 9 , 2 > 
aittir 1 < 37 , 1 > 
bakışlarını 1 < 12 , 2 > 
tavır 1 < 9 , 2 > 
çarptığı 2 < 15 , 2 > < 14 , 1 > 
beyninin 1 < 9 , 1 > 
iri 1 < 21 , 2 > 
mevcut 2 < 21 , 6 > < 9 , 1 > 
dinleyin 1 < 37 , 1 > 
öbürünü 1 < 25 , 2 > 
tüccar 1 < 9 , 1 > 
terhis 1 < 9 , 1 > 
götürecek 1 < 18 , 1 > 
sevdiğini 1 < 15 , 2 > 
bekletilmiş 1 < 37 , 1 > 
isteyerek 1 < 31 , 1 > 
profesörün 1 < 9 , 1 > 
görülmüş 1 < 21 , 1 > 
muammer_beye 1 < 9 , 1 > 
tanımını 1 < 9 , 1 > 
yapışan 1 < 11 , 1 > 
yalan_söylemek 1 < 12 , 1 > 
şarkı 1 < 9 , 5 > 
seviyorsun 1 < 37 , 1 > 
iddia 1 < 9 , 1 > 
mekanlaşabilir 1 < 37 , 1 > 
belirlenen 1 < 11 , 1 > 
ise 4 < 38 , 3 > < 37 , 9 > < 32 , 43 > < 9 , 5 > 
veterinere 1 < 9 , 1 > 
çıplak 1 < 21 , 4 > 
güçleniyor 1 < 37 , 1 > 
düşünmediğini 1 < 15 , 1 > 
saniye 1 < 9 , 1 > 
hürriyeti 1 < 9 , 1 > 
baksam 1 < 37 , 2 > 
düştük 1 < 37 , 1 > 
düştüm 1 < 37 , 1 > 
türklerine 1 < 9 , 1 > 
askeri_usul_ceza_yasası'na 1 < 19 , 1 > 
devam_edip 1 < 31 , 1 > 
derileri 1 < 9 , 1 > 
bencil 1 < 21 , 1 > 
neden_oldu 1 < 37 , 3 > 
gelmiş 2 < 37 , 6 > < 21 , 4 > 
kerem'in 1 < 19 , 2 > 
gözde 1 < 21 , 1 > 
kapatırken 1 < 31 , 1 > 
devam_ettiğini 1 < 15 , 1 > 
buyurmuş 1 < 37 , 1 > 
fezlekesinde 1 < 9 , 1 > 
apartmanda 1 < 9 , 1 > 
tutsağım 2 < 37 , 2 > < 9 , 1 > 
şıktım 1 < 37 , 1 > 
yıktılar 1 < 37 , 1 > 
oturuyor 1 < 37 , 1 > 
yeğenlerin 1 < 9 , 1 > 
geçmesi 1 < 12 , 1 > 
şeye 1 < 9 , 6 > 
maddenin 1 < 9 , 3 > 
şeyi 1 < 9 , 15 > 
duygularıdır 1 < 37 , 1 > 
devam_edilecek 1 < 37 , 1 > 
bir_şey 1 < 9 , 4 > 
çift 1 < 21 , 5 > 
dışa 1 < 9 , 1 > 
bulunmazdı 1 < 37 , 1 > 
olsa 1 < 37 , 14 > 
odada 1 < 9 , 2 > 
fırladı 1 < 37 , 1 > 
neredesiniz 1 < 37 , 1 > 
acil 1 < 21 , 1 > 
keseceğim 1 < 37 , 1 > 
sanayi_bakanı 1 < 9 , 1 > 
kişiliğin 1 < 9 , 1 > 
sunuldu 1 < 37 , 2 > 
dinleyecek 1 < 18 , 1 > 
vergi_barışı_projesi 1 < 9 , 1 > 
toplantıda 1 < 9 , 1 > 
beyazlar 1 < 20 , 1 > 
haşlanacak 1 < 37 , 1 > 
yine 1 < 31 , 22 > 
yokluyor 1 < 37 , 1 > 
gitmek 1 < 12 , 3 > 
olun 1 < 37 , 2 > 
gitmen 1 < 12 , 1 > 
olup 1 < 31 , 6 > 
ciro 1 < 9 , 2 > 
olur 2 < 37 , 21 > < 9 , 1 > 
deliği 1 < 9 , 4 > 
yollar 1 < 9 , 1 > 
uyarlanması 1 < 12 , 1 > 
gitmez 1 < 37 , 1 > 
çalışmak 1 < 12 , 3 > 
aslana 1 < 9 , 1 > 
haşır_neşir_oldum 1 < 37 , 1 > 
çalışmam 1 < 12 , 2 > 
kimseden 1 < 9 , 1 > 
belgesi 1 < 9 , 1 > 
gününde 1 < 9 , 1 > 
ortaya_çıkması 1 < 12 , 2 > 
politikalarından 1 < 9 , 1 > 
porsuktan 1 < 9 , 1 > 
bohçalarla 1 < 9 , 1 > 
filozofluk 1 < 9 , 1 > 
iyi 2 < 31 , 6 > < 21 , 45 > 
örgütü 1 < 9 , 1 > 
peşimde 1 < 9 , 1 > 
aldık 1 < 37 , 5 > 
yansıttığı 1 < 14 , 1 > 
